"","COMMON.NAME","OBSERVATION.MONTH","OBSERVATION.YEAR","total_bird_count"
"1","Aberrant Bush-Warbler",3,2001,35
"2","Accipiter sp.",4,1990,1
"3","Accipiter sp.",12,1991,67
"4","Accipiter sp.",10,1993,67
"5","Alexandrine Parakeet",12,1981,67
"6","Alexandrine Parakeet",7,1996,134
"7","Alexandrine Parakeet",8,1996,67
"8","Alexandrine Parakeet",11,2000,67
"9","Alexandrine Parakeet",1,2003,67
"10","Alexandrine Parakeet",2,2004,1
"11","Alexandrine Parakeet",5,2004,23
"12","Alexandrine Parakeet",6,2004,23
"13","Alexandrine Parakeet",9,2004,95
"14","Alexandrine Parakeet",10,2004,51
"15","Alexandrine Parakeet",11,2004,23
"16","Alpine Accentor",10,1994,67
"17","Alpine Swift",1,1979,35
"18","Alpine Swift",2,1984,1
"19","Alpine Swift",1,1996,67
"20","Alpine Swift",7,1997,201
"21","Alpine Swift",2,2004,67
"22","Apus sp.",7,1993,67
"23","Aquila sp.",12,1981,1
"24","Aquila sp.",9,2004,67
"25","Ashy Bulbul",3,1999,35
"26","Ashy Bulbul",4,1999,35
"27","Ashy Drongo",1,1979,23
"28","Ashy Drongo",2,1984,58
"29","Ashy Drongo",7,1993,67
"30","Ashy Drongo",12,1997,67
"31","Ashy Drongo",4,1999,1
"32","Ashy Drongo",11,2000,67
"33","Ashy Drongo",2,2003,67
"34","Ashy Drongo",4,2003,2
"35","Ashy Drongo",1,2004,127
"36","Ashy Drongo",2,2004,67
"37","Ashy Drongo",9,2004,157
"38","Ashy Drongo",10,2004,1
"39","Ashy Drongo",11,2004,1
"40","Ashy Prinia",12,1981,134
"41","Ashy Prinia",2,1984,23
"42","Ashy Prinia",4,1990,67
"43","Ashy Prinia",12,1991,67
"44","Ashy Prinia",8,1993,134
"45","Ashy Prinia",9,1993,67
"46","Ashy Prinia",10,1993,2
"47","Ashy Prinia",5,1994,56
"48","Ashy Prinia",7,1994,67
"49","Ashy Prinia",10,1995,67
"50","Ashy Prinia",7,1996,67
"51","Ashy Prinia",6,1997,111
"52","Ashy Prinia",7,1997,201
"53","Ashy Prinia",8,1997,134
"54","Ashy Prinia",1,1999,67
"55","Ashy Prinia",2,2003,67
"56","Ashy Prinia",1,2004,67
"57","Ashy Prinia",6,2004,68
"58","Ashy Prinia",8,2004,1
"59","Ashy Prinia",9,2004,134
"60","Ashy Prinia",10,2004,23
"61","Ashy Prinia",11,2004,1
"62","Ashy Woodswallow",7,1997,1
"63","Ashy Woodswallow",11,2000,67
"64","Ashy Woodswallow",11,2004,44
"65","Ashy-crowned Sparrow-Lark",10,1993,2
"66","Ashy-crowned Sparrow-Lark",7,1997,67
"67","Ashy-crowned Sparrow-Lark",8,1997,67
"68","Ashy-crowned Sparrow-Lark",2,2001,67
"69","Ashy-crowned Sparrow-Lark",5,2004,93
"70","Ashy-crowned Sparrow-Lark",6,2004,23
"71","Ashy-crowned Sparrow-Lark",8,2004,71
"72","Ashy-crowned Sparrow-Lark",9,2004,134
"73","Ashy-crowned Sparrow-Lark",10,2004,8
"74","Ashy-crowned Sparrow-Lark",11,2004,111
"75","Ashy-throated Warbler",4,2003,60
"76","Asian Barred Owlet",3,1999,44
"77","Asian Barred Owlet",4,1999,1
"78","Asian Barred Owlet",11,2000,67
"79","Asian Barred Owlet",1,2004,23
"80","Asian Brown Flycatcher",1,1979,23
"81","Asian Brown Flycatcher",9,1993,67
"82","Asian Brown Flycatcher",10,2004,1
"83","Asian Brown Flycatcher",11,2004,1
"84","Asian Emerald Cuckoo",4,1999,2
"85","Asian Emerald Dove",1,1979,23
"86","Asian Emerald Dove",5,1994,67
"87","Asian Emerald Dove",7,1997,1
"88","Asian Emerald Dove",2,1999,67
"89","Asian Emerald Dove",2,2004,67
"90","Asian Fairy-bluebird",7,1997,23
"91","Asian Fairy-bluebird",3,1999,44
"92","Asian Fairy-bluebird",4,1999,1
"93","Asian House-Martin",4,1984,24
"94","Asian Koel",1,1979,23
"95","Asian Koel",4,1990,134
"96","Asian Koel",12,1991,67
"97","Asian Koel",7,1993,67
"98","Asian Koel",8,1993,1
"99","Asian Koel",9,1993,67
"100","Asian Koel",10,1993,2
"101","Asian Koel",7,1994,67
"102","Asian Koel",10,1995,67
"103","Asian Koel",1,1996,67
"104","Asian Koel",6,1997,67
"105","Asian Koel",7,1997,134
"106","Asian Koel",4,1999,134
"107","Asian Koel",1,2004,67
"108","Asian Koel",5,2004,49
"109","Asian Koel",6,2004,129
"110","Asian Koel",8,2004,24
"111","Asian Koel",9,2004,160
"112","Asian Koel",10,2004,95
"113","Asian Koel",11,2004,135
"114","Asian Openbill",12,1981,67
"115","Asian Openbill",3,1984,30
"116","Asian Openbill",10,1993,2
"117","Asian Openbill",1,1996,67
"118","Asian Openbill",7,1996,67
"119","Asian Openbill",8,1996,67
"120","Asian Openbill",11,1996,67
"121","Asian Openbill",7,1997,67
"122","Asian Openbill",4,1999,67
"123","Asian Openbill",6,2001,30
"124","Asian Openbill",4,2003,33
"125","Asian Openbill",5,2004,27
"126","Asian Openbill",6,2004,141
"127","Asian Openbill",7,2004,81
"128","Asian Openbill",8,2004,104
"129","Asian Openbill",9,2004,104
"130","Asian Openbill",10,2004,104
"131","Asian Openbill",11,2004,135
"132","Asian Palm-Swift",1,1979,44
"133","Asian Palm-Swift",12,1981,67
"134","Asian Palm-Swift",1,1996,67
"135","Asian Palm-Swift",7,1997,35
"136","Asian Palm-Swift",4,1999,44
"137","Asian Palm-Swift",1,2004,75
"138","Asian Palm-Swift",5,2004,51
"139","Asian Palm-Swift",10,2004,23
"140","Asian Palm-Swift",11,2004,134
"141","Asian Pied Starling",12,1981,134
"142","Asian Pied Starling",1,1992,1
"143","Asian Pied Starling",9,1992,1
"144","Asian Pied Starling",7,1993,67
"145","Asian Pied Starling",8,1993,90
"146","Asian Pied Starling",10,1993,68
"147","Asian Pied Starling",7,1994,67
"148","Asian Pied Starling",7,1996,134
"149","Asian Pied Starling",8,1996,67
"150","Asian Pied Starling",6,1997,67
"151","Asian Pied Starling",7,1997,201
"152","Asian Pied Starling",1,1999,67
"153","Asian Pied Starling",4,1999,67
"154","Asian Pied Starling",10,2000,67
"155","Asian Pied Starling",2,2003,67
"156","Asian Pied Starling",5,2004,23
"157","Asian Pied Starling",6,2004,127
"158","Asian Pied Starling",8,2004,116
"159","Asian Pied Starling",9,2004,166
"160","Asian Pied Starling",10,2004,51
"161","Asian Pied Starling",11,2004,24
"162","Assam Laughingthrush",4,1999,35
"163","Banded Bay Cuckoo",1,1979,1
"164","Banded Bay Cuckoo",3,1999,1
"165","Bank Myna",12,1981,67
"166","Bank Myna",7,1993,67
"167","Bank Myna",10,1993,69
"168","Bank Myna",7,1997,67
"169","Bank Myna",1,2003,67
"170","Bank Myna",1,2004,23
"171","Bank Myna",9,2004,201
"172","Bank Myna",10,2004,6
"173","Bank Swallow",3,1984,1
"174","Bar-headed Goose",10,1993,60
"175","Bar-headed Goose",1,1999,14
"176","Bar-headed Goose",2,2003,67
"177","Bar-tailed Treecreeper",7,1982,134
"178","Bar-winged Flycatcher-shrike",2,1984,57
"179","Bar-winged Flycatcher-shrike",3,1994,67
"180","Bar-winged Flycatcher-shrike",5,1994,67
"181","Bar-winged Flycatcher-shrike",4,1999,23
"182","Bar-winged Flycatcher-shrike",3,2001,1
"183","Bar-winged Flycatcher-shrike",12,2003,1
"184","Bar-winged Flycatcher-shrike",2,2004,23
"185","Barn Owl",2,1984,1
"186","Barn Owl",7,1997,1
"187","Barn Owl",5,2004,1
"188","Barn Owl",6,2004,1
"189","Barn Owl",10,2004,3
"190","Barn Swallow",12,1981,67
"191","Barn Swallow",3,1984,67
"192","Barn Swallow",1,1996,67
"193","Barn Swallow",4,1999,1
"194","Barn Swallow",4,2003,24
"195","Barn Swallow",1,2004,8
"196","Barn Swallow",8,2004,23
"197","Barn Swallow",9,2004,361
"198","Barn Swallow",10,2004,112
"199","Barn Swallow",11,2004,58
"200","Bay Woodpecker",4,1999,24
"201","Bay-backed Shrike",12,1981,58
"202","Bay-backed Shrike",4,1990,67
"203","Bay-backed Shrike",10,1993,69
"204","Bay-backed Shrike",7,1997,67
"205","Bay-backed Shrike",8,1997,1
"206","Bay-backed Shrike",1,1999,1
"207","Bay-backed Shrike",5,2004,1
"208","Bay-backed Shrike",8,2004,24
"209","Bay-backed Shrike",9,2004,1
"210","Bay-backed Shrike",10,2004,2
"211","Baya Weaver",8,1993,134
"212","Baya Weaver",10,1993,67
"213","Baya Weaver",7,1996,134
"214","Baya Weaver",8,1996,67
"215","Baya Weaver",7,1997,134
"216","Baya Weaver",8,1997,67
"217","Baya Weaver",6,2004,23
"218","Baya Weaver",8,2004,23
"219","Baya Weaver",9,2004,67
"220","Bengal Weaver",7,1996,67
"221","bird sp.",4,1990,67
"222","bird sp.",10,1993,1
"223","bird sp.",5,1994,23
"224","Black Bittern",4,1999,134
"225","Black Bittern",8,2004,23
"226","Black Bulbul",3,1999,16
"227","Black Bulbul",4,1999,23
"228","Black Bulbul",3,2001,52
"229","Black Bulbul",4,2003,56
"230","Black Bulbul",9,2004,102
"231","Black Drongo",1,1979,23
"232","Black Drongo",3,1990,67
"233","Black Drongo",12,1991,67
"234","Black Drongo",8,1993,268
"235","Black Drongo",9,1993,67
"236","Black Drongo",10,1993,68
"237","Black Drongo",7,1994,67
"238","Black Drongo",10,1995,67
"239","Black Drongo",1,1996,67
"240","Black Drongo",7,1996,134
"241","Black Drongo",8,1996,67
"242","Black Drongo",6,1997,268
"243","Black Drongo",7,1997,469
"244","Black Drongo",8,1997,201
"245","Black Drongo",12,1997,67
"246","Black Drongo",1,1999,134
"247","Black Drongo",4,1999,67
"248","Black Drongo",5,1999,67
"249","Black Drongo",11,2000,134
"250","Black Drongo",2,2001,67
"251","Black Drongo",3,2001,4
"252","Black Drongo",1,2003,67
"253","Black Drongo",2,2003,67
"254","Black Drongo",4,2003,67
"255","Black Drongo",1,2004,67
"256","Black Drongo",5,2004,223
"257","Black Drongo",6,2004,227
"258","Black Drongo",7,2004,23
"259","Black Drongo",8,2004,195
"260","Black Drongo",9,2004,694
"261","Black Drongo",10,2004,165
"262","Black Drongo",11,2004,238
"263","Black Eagle",1,1979,1
"264","Black Eagle",7,1997,1
"265","Black Eagle",4,1999,1
"266","Black Eagle",2,2004,134
"267","Black Eagle",5,2004,1
"268","Black Eagle",9,2004,68
"269","Black Eagle",11,2004,1
"270","Black Francolin",10,1993,67
"271","Black Francolin",5,1994,23
"272","Black Francolin",7,1996,67
"273","Black Kite",12,1981,134
"274","Black Kite",7,1982,75
"275","Black Kite",2,1984,1
"276","Black Kite",3,1990,67
"277","Black Kite",4,1990,67
"278","Black Kite",10,1993,1
"279","Black Kite",1,1996,67
"280","Black Kite",7,1996,134
"281","Black Kite",8,1996,67
"282","Black Kite",6,1997,67
"283","Black Kite",7,1997,536
"284","Black Kite",8,1997,201
"285","Black Kite",12,1997,67
"286","Black Kite",2,1998,1
"287","Black Kite",2,1999,10
"288","Black Kite",4,1999,67
"289","Black Kite",10,2000,67
"290","Black Kite",11,2000,67
"291","Black Kite",2,2001,67
"292","Black Kite",3,2001,238
"293","Black Kite",1,2002,134
"294","Black Kite",1,2003,134
"295","Black Kite",2,2003,67
"296","Black Kite",3,2003,67
"297","Black Kite",4,2003,67
"298","Black Kite",1,2004,68
"299","Black Kite",5,2004,24
"300","Black Kite",6,2004,179
"301","Black Kite",7,2004,1
"302","Black Kite",8,2004,133
"303","Black Kite",9,2004,469
"304","Black Kite",10,2004,141
"305","Black Kite",11,2004,115
"306","Black Redstart",12,1981,67
"307","Black Redstart",7,1982,67
"308","Black Redstart",4,1984,35
"309","Black Redstart",12,1991,67
"310","Black Redstart",10,1993,1
"311","Black Redstart",8,1999,67
"312","Black Redstart",2,2003,134
"313","Black Redstart",9,2004,2
"314","Black Redstart",10,2004,3
"315","Black Stork",10,1993,67
"316","Black Stork",11,1993,23
"317","Black Stork",11,1995,35
"318","Black Stork",1,2003,67
"319","Black Stork",1,2004,62
"320","Black-and-rufous Flycatcher",2,1984,44
"321","Black-and-rufous Flycatcher",7,1997,90
"322","Black-and-yellow Grosbeak",7,1982,60
"323","Black-bellied Tern",10,1993,2
"324","Black-bellied Tern",11,1993,1
"325","Black-bellied Tern",11,1995,1
"326","Black-bellied Tern",3,2001,2
"327","Black-breasted Thrush",1,2001,23
"328","Black-breasted Tit",7,1982,37
"329","Black-breasted Tit",10,1994,67
"330","Black-chinned Babbler",5,1994,2
"331","Black-chinned Babbler",3,2001,1
"332","Black-chinned Laughingthrush",2,1984,23
"333","Black-chinned Yuhina",4,1999,2
"334","Black-crested Bulbul",9,2004,1
"335","Black-crowned Night-Heron",8,1993,35
"336","Black-crowned Night-Heron",10,1993,68
"337","Black-crowned Night-Heron",1,1996,67
"338","Black-crowned Night-Heron",8,1996,67
"339","Black-crowned Night-Heron",8,1997,67
"340","Black-crowned Night-Heron",4,1999,67
"341","Black-crowned Night-Heron",1,2003,67
"342","Black-crowned Night-Heron",2,2003,67
"343","Black-crowned Night-Heron",10,2004,31
"344","Black-crowned Night-Heron",11,2004,135
"345","Black-eared Shrike-Babbler",4,2003,44
"346","Black-faced Bunting",1,2004,56
"347","Black-faced Warbler",10,1993,67
"348","Black-faced Warbler",4,2003,56
"349","Black-headed Cuckooshrike",1,1979,23
"350","Black-headed Cuckooshrike",4,1990,67
"351","Black-headed Cuckooshrike",5,1994,67
"352","Black-headed Cuckooshrike",1,1996,67
"353","Black-headed Cuckooshrike",7,1997,1
"354","Black-headed Cuckooshrike",8,1997,67
"355","Black-headed Cuckooshrike",2,2004,67
"356","Black-headed Cuckooshrike",5,2004,23
"357","Black-headed Cuckooshrike",6,2004,81
"358","Black-headed Cuckooshrike",10,2004,24
"359","Black-headed Cuckooshrike",11,2004,1
"360","Black-headed Gull",12,1981,67
"361","Black-headed Gull",11,1995,1
"362","Black-headed Gull",1,2002,67
"363","Black-headed Gull",1,2003,67
"364","Black-headed Gull",3,2003,67
"365","Black-headed Gull",1,2004,1
"366","Black-headed Ibis",10,1993,2
"367","Black-headed Ibis",1,1996,67
"368","Black-headed Ibis",8,1996,67
"369","Black-headed Ibis",7,1997,134
"370","Black-headed Ibis",4,1999,67
"371","Black-headed Ibis",11,2000,67
"372","Black-headed Ibis",6,2001,62
"373","Black-headed Ibis",5,2004,44
"374","Black-headed Ibis",9,2004,67
"375","Black-headed Ibis",10,2004,60
"376","Black-headed Ibis",11,2004,134
"377","Black-headed Jay",9,2004,35
"378","Black-headed Mountain-Finch",7,1982,23
"379","Black-headed Shrike-Babbler",4,1982,1
"380","Black-hooded Oriole",8,1993,134
"381","Black-hooded Oriole",9,1993,67
"382","Black-hooded Oriole",5,1994,67
"383","Black-hooded Oriole",6,1997,90
"384","Black-hooded Oriole",7,1997,67
"385","Black-hooded Oriole",3,1999,35
"386","Black-hooded Oriole",1,2003,67
"387","Black-hooded Oriole",1,2004,23
"388","Black-hooded Oriole",2,2004,67
"389","Black-hooded Oriole",5,2004,59
"390","Black-hooded Oriole",6,2004,87
"391","Black-hooded Oriole",9,2004,103
"392","Black-hooded Oriole",10,2004,119
"393","Black-hooded Oriole",11,2004,44
"394","Black-lored Tit",10,1993,134
"395","Black-lored Tit",3,2001,23
"396","Black-naped Monarch",1,1979,1
"397","Black-naped Monarch",4,1990,67
"398","Black-naped Monarch",3,1999,44
"399","Black-naped Monarch",2,2004,44
"400","Black-naped Monarch",5,2004,1
"401","Black-naped Monarch",6,2004,23
"402","Black-naped Monarch",10,2004,35
"403","Black-naped Monarch",11,2004,1
"404","Black-necked Stork",10,1993,2
"405","Black-necked Stork",11,1995,23
"406","Black-necked Stork",4,1999,67
"407","Black-necked Stork",11,2000,67
"408","Black-necked Stork",2,2003,67
"409","Black-rumped Flameback",8,1993,134
"410","Black-rumped Flameback",9,1993,67
"411","Black-rumped Flameback",10,1993,69
"412","Black-rumped Flameback",3,1994,67
"413","Black-rumped Flameback",5,1994,67
"414","Black-rumped Flameback",10,1995,67
"415","Black-rumped Flameback",8,1996,67
"416","Black-rumped Flameback",6,1997,134
"417","Black-rumped Flameback",7,1997,67
"418","Black-rumped Flameback",4,1999,134
"419","Black-rumped Flameback",2,2004,67
"420","Black-rumped Flameback",5,2004,1
"421","Black-rumped Flameback",6,2004,79
"422","Black-rumped Flameback",9,2004,4
"423","Black-rumped Flameback",10,2004,26
"424","Black-rumped Flameback",11,2004,68
"425","Black-shouldered Kite",1,1979,1
"426","Black-shouldered Kite",12,1991,67
"427","Black-shouldered Kite",8,1993,157
"428","Black-shouldered Kite",10,1993,68
"429","Black-shouldered Kite",5,1994,35
"430","Black-shouldered Kite",1,1996,68
"431","Black-shouldered Kite",7,1996,134
"432","Black-shouldered Kite",6,1997,67
"433","Black-shouldered Kite",7,1997,134
"434","Black-shouldered Kite",8,1997,134
"435","Black-shouldered Kite",1,1999,2
"436","Black-shouldered Kite",3,1999,67
"437","Black-shouldered Kite",11,2000,134
"438","Black-shouldered Kite",3,2001,2
"439","Black-shouldered Kite",3,2003,67
"440","Black-shouldered Kite",5,2004,1
"441","Black-shouldered Kite",6,2004,69
"442","Black-shouldered Kite",7,2004,1
"443","Black-shouldered Kite",8,2004,2
"444","Black-shouldered Kite",9,2004,138
"445","Black-shouldered Kite",10,2004,4
"446","Black-shouldered Kite",11,2004,2
"447","Black-tailed Godwit",10,1993,67
"448","Black-tailed Godwit",9,2004,67
"449","Black-throated Parrotbill",4,2003,30
"450","Black-throated Prinia",4,1999,23
"451","Black-throated Sunbird",3,1999,51
"452","Black-throated Sunbird",4,1999,23
"453","Black-throated Tit",10,1993,67
"454","Black-throated Tit",4,2003,51
"455","Black-winged Cuckooshrike",4,1999,23
"456","Black-winged Snowfinch",7,1982,35
"457","Black-winged Stilt",9,1993,67
"458","Black-winged Stilt",10,1993,68
"459","Black-winged Stilt",8,1996,67
"460","Black-winged Stilt",11,1996,67
"461","Black-winged Stilt",7,1997,134
"462","Black-winged Stilt",2,1998,44
"463","Black-winged Stilt",4,1999,67
"464","Black-winged Stilt",11,2000,67
"465","Black-winged Stilt",3,2001,102
"466","Black-winged Stilt",6,2001,18
"467","Black-winged Stilt",1,2003,67
"468","Black-winged Stilt",2,2003,134
"469","Black-winged Stilt",3,2003,67
"470","Black-winged Stilt",4,2003,24
"471","Black-winged Stilt",9,2004,134
"472","Blue Rock-Thrush",12,1981,67
"473","Blue Rock-Thrush",7,1982,2
"474","Blue Rock-Thrush",9,2004,1
"475","Blue Whistling-Thrush",7,1982,1
"476","Blue Whistling-Thrush",10,1993,201
"477","Blue Whistling-Thrush",3,1994,67
"478","Blue Whistling-Thrush",10,1994,67
"479","Blue Whistling-Thrush",4,1999,25
"480","Blue Whistling-Thrush",11,2000,67
"481","Blue Whistling-Thrush",3,2001,53
"482","Blue Whistling-Thrush",1,2003,67
"483","Blue Whistling-Thrush",9,2004,336
"484","Blue-capped Redstart",4,1982,1
"485","Blue-capped Redstart",7,1982,23
"486","Blue-capped Rock-Thrush",1,1979,1
"487","Blue-capped Rock-Thrush",5,1982,23
"488","Blue-capped Rock-Thrush",7,1982,23
"489","Blue-capped Rock-Thrush",2,1984,1
"490","Blue-capped Rock-Thrush",12,2003,1
"491","Blue-capped Rock-Thrush",2,2004,1
"492","Blue-capped Rock-Thrush",9,2004,67
"493","Blue-eared Barbet",3,1999,1
"494","Blue-eared Barbet",4,1999,1
"495","Blue-faced Malkoha",4,1990,67
"496","Blue-faced Malkoha",12,1997,67
"497","Blue-fronted Redstart",4,1982,1
"498","Blue-fronted Redstart",7,1982,1
"499","Blue-fronted Redstart",10,1994,67
"500","Blue-fronted Robin",4,2003,23
"501","Blue-naped Pitta",3,1999,1
"502","Blue-tailed Bee-eater",1,1979,56
"503","Blue-tailed Bee-eater",7,1993,134
"504","Blue-tailed Bee-eater",8,1993,67
"505","Blue-tailed Bee-eater",7,1994,67
"506","Blue-tailed Bee-eater",1,1996,67
"507","Blue-tailed Bee-eater",5,2004,1
"508","Blue-tailed Bee-eater",9,2004,268
"509","Blue-tailed Bee-eater",10,2004,1
"510","Blue-throated Barbet",3,1999,2
"511","Blue-throated Barbet",4,1999,91
"512","Blue-throated Barbet",9,2004,1
"513","Blue-winged Minla",4,1999,64
"514","Blue-winged Minla",4,2003,36
"515","Bluethroat",7,1982,44
"516","Bluethroat",10,1993,68
"517","Bluethroat",4,1999,67
"518","Bluethroat",11,2000,67
"519","Blyth's Leaf Warbler",3,1999,2
"520","Blyth's Leaf Warbler",4,2003,56
"521","Blyth's Leaf Warbler",1,2004,1
"522","Blyth's Reed-Warbler",2,1984,70
"523","Blyth's Reed-Warbler",10,1993,1
"524","Blyth's Reed-Warbler",1,1996,67
"525","Blyth's Reed-Warbler",1,2004,67
"526","Blyth's Reed-Warbler",8,2004,1
"527","Blyth's Reed-Warbler",10,2004,24
"528","Blyth's Reed-Warbler",11,2004,69
"529","Blyth's Shrike-Babbler",4,1999,23
"530","Booted Eagle",3,2001,2
"531","Booted Eagle",2,2004,67
"532","Booted Eagle",9,2004,1
"533","Booted Eagle",11,2004,67
"534","Booted Warbler",10,2004,2
"535","Booted Warbler",11,2004,1
"536","Brahminy Kite",10,1993,1
"537","Brahminy Kite",1,1996,67
"538","Brahminy Kite",7,1997,67
"539","Brahminy Kite",4,1999,67
"540","Brahminy Kite",2,2001,67
"541","Brahminy Kite",1,2002,1
"542","Brahminy Starling",12,1981,134
"543","Brahminy Starling",3,1984,67
"544","Brahminy Starling",4,1990,67
"545","Brahminy Starling",12,1991,67
"546","Brahminy Starling",8,1993,134
"547","Brahminy Starling",10,1993,69
"548","Brahminy Starling",5,1994,67
"549","Brahminy Starling",7,1994,67
"550","Brahminy Starling",7,1996,134
"551","Brahminy Starling",8,1996,67
"552","Brahminy Starling",7,1997,268
"553","Brahminy Starling",1,1999,67
"554","Brahminy Starling",4,1999,134
"555","Brahminy Starling",10,2000,67
"556","Brahminy Starling",11,2000,134
"557","Brahminy Starling",2,2001,67
"558","Brahminy Starling",1,2003,67
"559","Brahminy Starling",1,2004,67
"560","Brahminy Starling",5,2004,135
"561","Brahminy Starling",6,2004,178
"562","Brahminy Starling",8,2004,169
"563","Brahminy Starling",9,2004,203
"564","Brahminy Starling",10,2004,248
"565","Brahminy Starling",11,2004,93
"566","Bronze-winged Jacana",10,1993,2
"567","Bronze-winged Jacana",8,1996,67
"568","Bronze-winged Jacana",7,1997,67
"569","Bronze-winged Jacana",4,1999,67
"570","Bronze-winged Jacana",11,2000,67
"571","Bronze-winged Jacana",6,2004,51
"572","Bronze-winged Jacana",7,2004,23
"573","Bronze-winged Jacana",8,2004,35
"574","Bronze-winged Jacana",9,2004,67
"575","Bronze-winged Jacana",10,2004,35
"576","Bronze-winged Jacana",11,2004,1
"577","Bronzed Drongo",3,1999,51
"578","Bronzed Drongo",4,1999,23
"579","Bronzed Drongo",11,2000,67
"580","Bronzed Drongo",2,2004,1
"581","Bronzed Drongo",9,2004,67
"582","Brooks's Leaf Warbler",4,1984,23
"583","Brown Boobook",12,2003,1
"584","Brown Dipper",10,1993,67
"585","Brown Fish-Owl",1,2003,67
"586","Brown Fish-Owl",2,2004,1
"587","Brown Fish-Owl",5,2004,24
"588","Brown Shrike",2,1984,24
"589","Brown Shrike",1,1996,67
"590","Brown Shrike",4,1999,1
"591","Brown Shrike",2,2001,67
"592","Brown Shrike",2,2004,1
"593","Brown Shrike",11,2004,1
"594","Brown Wood-Owl",2,1984,1
"595","Brown-backed Needletail",2,1984,44
"596","Brown-backed Needletail",4,1999,56
"597","Brown-breasted Flycatcher",12,2003,1
"598","Brown-breasted Flycatcher",2,2004,67
"599","Brown-capped Woodpecker",4,1990,1
"600","Brown-capped Woodpecker",10,1993,67
"601","Brown-capped Woodpecker",7,1997,67
"602","Brown-capped Woodpecker",4,1999,67
"603","Brown-capped Woodpecker",2,2004,1
"604","Brown-capped Woodpecker",5,2004,1
"605","Brown-capped Woodpecker",6,2004,24
"606","Brown-capped Woodpecker",9,2004,1
"607","Brown-capped Woodpecker",10,2004,1
"608","Brown-capped Woodpecker",11,2004,1
"609","Brown-capped/Gray-capped Woodpecker",7,1993,67
"610","Brown-capped/Gray-capped Woodpecker",3,1994,67
"611","Brown-capped/Gray-capped Woodpecker",9,2004,67
"612","Brown-cheeked Fulvetta",2,1984,44
"613","Brown-cheeked Fulvetta",2,2004,67
"614","Brown-fronted Woodpecker",8,1993,134
"615","Brown-fronted Woodpecker",3,2001,1
"616","Brown-fronted Woodpecker",9,2004,67
"617","Brown-headed Barbet",8,1993,134
"618","Brown-headed Barbet",9,1993,67
"619","Brown-headed Barbet",3,1994,67
"620","Brown-headed Barbet",5,1994,67
"621","Brown-headed Barbet",10,1995,67
"622","Brown-headed Barbet",7,1996,67
"623","Brown-headed Barbet",6,1997,67
"624","Brown-headed Barbet",7,1997,201
"625","Brown-headed Barbet",1,2003,134
"626","Brown-headed Barbet",5,2004,58
"627","Brown-headed Barbet",6,2004,148
"628","Brown-headed Barbet",9,2004,67
"629","Brown-headed Barbet",10,2004,80
"630","Brown-headed Barbet",11,2004,23
"631","Brown-headed Gull",12,1981,67
"632","Brown-headed Gull",1,2003,67
"633","Brown-headed Gull",10,2004,23
"634","Brownish-flanked Bush-Warbler",4,1999,1
"635","Brownish-flanked Bush-Warbler",4,2003,23
"636","Buff-barred Warbler",4,1999,23
"637","Buff-barred Warbler",5,1999,67
"638","Buff-barred Warbler",4,2003,23
"639","Buff-breasted Babbler",4,1999,1
"640","Buff-chested Babbler",4,1999,23
"641","buttonquail sp.",10,1993,67
"642","Caspian Tern",3,1984,23
"643","Cattle Egret",1,1960,68
"644","Cattle Egret",7,1993,90
"645","Cattle Egret",8,1993,201
"646","Cattle Egret",9,1993,67
"647","Cattle Egret",10,1993,1
"648","Cattle Egret",5,1994,23
"649","Cattle Egret",7,1994,67
"650","Cattle Egret",7,1996,67
"651","Cattle Egret",8,1996,67
"652","Cattle Egret",11,1996,67
"653","Cattle Egret",7,1997,67
"654","Cattle Egret",2,1998,67
"655","Cattle Egret",4,1999,67
"656","Cattle Egret",11,2000,67
"657","Cattle Egret",3,2001,140
"658","Cattle Egret",1,2002,67
"659","Cattle Egret",2,2003,67
"660","Cattle Egret",1,2004,67
"661","Cattle Egret",5,2004,179
"662","Cattle Egret",6,2004,301
"663","Cattle Egret",7,2004,31
"664","Cattle Egret",8,2004,243
"665","Cattle Egret",9,2004,849
"666","Cattle Egret",10,2004,215
"667","Cattle Egret",11,2004,334
"668","Changeable Hawk-Eagle",9,1993,67
"669","Changeable Hawk-Eagle",3,1994,67
"670","Changeable Hawk-Eagle",1,2003,67
"671","Chestnut Thrush",7,1982,97
"672","Chestnut-backed Laughingthrush",3,1999,1
"673","Chestnut-bellied Nuthatch",9,1992,1
"674","Chestnut-bellied Nuthatch",3,1999,56
"675","Chestnut-bellied Nuthatch",4,1999,23
"676","Chestnut-bellied Nuthatch",4,2003,44
"677","Chestnut-bellied Rock-Thrush",10,1993,67
"678","Chestnut-bellied Rock-Thrush",3,2001,88
"679","Chestnut-bellied Sandgrouse",1,1999,23
"680","Chestnut-bellied Sandgrouse",2,2003,23
"681","Chestnut-breasted Bunting",12,1981,67
"682","Chestnut-breasted Bunting",10,1993,67
"683","Chestnut-capped Babbler",1,2004,1
"684","Chestnut-crowned Laughingthrush",4,2003,44
"685","Chestnut-crowned Warbler",4,2003,51
"686","Chestnut-headed Bee-eater",1,1979,44
"687","Chestnut-headed Bee-eater",8,1993,134
"688","Chestnut-headed Bee-eater",9,1993,67
"689","Chestnut-headed Bee-eater",5,1994,67
"690","Chestnut-headed Bee-eater",10,1995,67
