"","COMMON.NAME","OBSERVATION.MONTH","OBSERVATION.YEAR","total_bird_count"
"3044","Rufous Treepie",12,1991,67
"3045","Rufous Treepie",9,1992,1
"3046","Rufous Treepie",8,1993,134
"3047","Rufous Treepie",9,1993,67
"3048","Rufous Treepie",10,1993,69
"3049","Rufous Treepie",3,1994,67
"3050","Rufous Treepie",5,1994,67
"3051","Rufous Treepie",6,1997,134
"3052","Rufous Treepie",8,1997,67
"3053","Rufous Treepie",1,1999,23
"3054","Rufous Treepie",4,1999,134
"3055","Rufous Treepie",11,2000,67
"3056","Rufous Treepie",3,2001,2
"3057","Rufous Treepie",1,2003,67
"3058","Rufous Treepie",2,2003,67
"3059","Rufous Treepie",5,2004,2
"3060","Rufous Treepie",6,2004,35
"3061","Rufous Treepie",9,2004,135
"3062","Rufous Treepie",10,2004,120
"3063","Rufous Treepie",11,2004,35
"3064","Rufous Woodpecker",1,1979,1
"3065","Rufous Woodpecker",3,1999,23
"3066","Rufous Woodpecker",2,2004,67
"3067","Rufous-backed Sibia",11,2000,67
"3068","Rufous-bellied Niltava",3,1999,1
"3069","Rufous-bellied Niltava",4,1999,1
"3070","Rufous-bellied Niltava",4,2003,23
"3071","Rufous-bellied Woodpecker",10,1993,67
"3072","Rufous-breasted Accentor",7,1982,134
"3073","Rufous-faced Warbler",4,1999,1
"3074","Rufous-faced Warbler",1,2004,60
"3075","Rufous-gorgeted Flycatcher",10,1994,67
"3076","Rufous-gorgeted Flycatcher",4,1999,1
"3077","Rufous-necked Hornbill",4,1999,1
"3078","Rufous-tailed Lark",10,1993,2
"3079","Rufous-tailed Lark",7,1997,90
"3080","Rufous-tailed Lark",8,1997,67
"3081","Rufous-tailed Lark",5,2004,81
"3082","Rufous-tailed Lark",6,2004,23
"3083","Rufous-tailed Lark",8,2004,164
"3084","Rufous-tailed Lark",9,2004,119
"3085","Rufous-tailed Lark",10,2004,25
"3086","Rufous-tailed Lark",11,2004,46
"3087","Rufous-throated Fulvetta",3,1999,44
"3088","Rufous-vented Tit",10,1994,67
"3089","Rufous-vented Yuhina",4,2003,23
"3090","Rufous-winged Fulvetta",4,1999,23
"3091","Rufous-winged Fulvetta",4,2003,83
"3092","Russet Bush-Warbler",4,1999,35
"3093","Russet Sparrow",7,1982,102
"3094","Russet Sparrow",4,1999,62
"3095","Russet Sparrow",3,2001,51
"3096","Rusty-capped Fulvetta",4,1999,35
"3097","Rusty-cheeked Scimitar-Babbler",10,1993,67
"3098","Rusty-cheeked Scimitar-Babbler",7,1994,67
"3099","Rusty-flanked Treecreeper",4,1982,1
"3100","Rusty-fronted Barwing",4,1999,35
"3101","Rusty-fronted Barwing",4,2003,17
"3102","Rusty-tailed Flycatcher",4,2003,1
"3103","Sand Lark",3,2001,2
"3104","Sand Lark",1,2004,51
"3105","Sandwich Tern",1,2002,67
"3106","Sapphire Flycatcher",3,1999,1
"3107","Sarus Crane",10,1993,2
"3108","Sarus Crane",8,1996,67
"3109","Sarus Crane",7,1997,134
"3110","Sarus Crane",4,1999,67
"3111","Sarus Crane",11,2000,67
"3112","Savanna Nightjar",5,1994,67
"3113","Scaly Thrush",4,2003,1
"3114","Scaly-bellied Woodpecker",10,1995,67
"3115","Scaly-breasted Cupwing",10,1994,134
"3116","Scaly-breasted Munia",8,1993,201
"3117","Scaly-breasted Munia",9,1993,1
"3118","Scaly-breasted Munia",10,1993,2
"3119","Scaly-breasted Munia",5,1994,52
"3120","Scaly-breasted Munia",7,1994,67
"3121","Scaly-breasted Munia",7,1996,67
"3122","Scaly-breasted Munia",6,1997,67
"3123","Scaly-breasted Munia",7,1997,67
"3124","Scaly-breasted Munia",8,1997,201
"3125","Scaly-breasted Munia",5,2004,24
"3126","Scaly-breasted Munia",9,2004,134
"3127","Scaly-breasted Munia",10,2004,51
"3128","Scaly-breasted Munia",11,2004,23
"3129","Scarlet Minivet",7,1993,67
"3130","Scarlet Minivet",3,1999,44
"3131","Scarlet Minivet",4,1999,1
"3132","Scarlet Minivet",11,2000,67
"3133","Scarlet Minivet",9,2004,67
"3134","Scarlet Minivet",10,2004,23
"3135","Scarlet Minivet",11,2004,23
"3136","Scarlet-backed Flowerpecker",4,1999,1
"3137","Scarlet-backed Flowerpecker",1,2004,1
"3138","Shikra",1,1979,1
"3139","Shikra",12,1981,1
"3140","Shikra",3,1984,23
"3141","Shikra",10,1993,67
"3142","Shikra",10,1995,67
"3143","Shikra",6,1997,2
"3144","Shikra",7,1997,67
"3145","Shikra",8,1997,134
"3146","Shikra",10,2000,67
"3147","Shikra",11,2000,67
"3148","Shikra",2,2001,67
"3149","Shikra",3,2001,2
"3150","Shikra",2,2003,67
"3151","Shikra",2,2004,67
"3152","Shikra",5,2004,46
"3153","Shikra",6,2004,25
"3154","Shikra",9,2004,70
"3155","Shikra",10,2004,94
"3156","Shikra",11,2004,3
"3157","shorebird sp.",9,1993,67
"3158","shorebird sp.",10,1993,67
"3159","Short-billed Minivet",4,1999,2
"3160","Short-billed Minivet",4,2003,16
"3161","Short-toed Snake-Eagle",4,1990,23
"3162","Short-toed Snake-Eagle",1,1996,1
"3163","Short-toed Snake-Eagle",7,1997,1
"3164","Short-toed Snake-Eagle",6,2004,1
"3165","Siberian Crane",11,2000,67
"3166","Siberian Stonechat",7,1982,24
"3167","Siberian Stonechat",4,1984,35
"3168","Siberian Stonechat",10,1993,67
"3169","Siberian Stonechat",10,1994,23
"3170","Siberian Stonechat",10,1995,67
"3171","Siberian Stonechat",11,2000,67
"3172","Siberian Stonechat",3,2001,46
"3173","Siberian Stonechat",1,2004,23
"3174","Silver-eared Mesia",4,1999,25
"3175","Silver-eared Mesia",4,2003,62
"3176","Sirkeer Malkoha",9,1993,67
"3177","Sirkeer Malkoha",10,1993,2
"3178","Sirkeer Malkoha",10,1995,67
"3179","Sirkeer Malkoha",12,1997,67
"3180","Slaty-backed Flycatcher",4,1999,2
"3181","Slaty-backed Flycatcher",1,2004,1
"3182","Slaty-bellied Tesia",4,1999,1
"3183","Slaty-bellied Tesia",4,2003,56
"3184","Slaty-blue Flycatcher",7,1982,102
"3185","Slaty-headed Parakeet",10,1993,67
"3186","Slaty-headed Parakeet",3,2001,1
"3187","Slaty-headed Parakeet",9,2004,169
"3188","Slender-billed Vulture",9,1992,1
"3189","Small Minivet",1,1979,44
"3190","Small Minivet",3,1990,67
"3191","Small Minivet",4,1990,67
"3192","Small Minivet",12,1991,67
"3193","Small Minivet",8,1993,134
"3194","Small Minivet",9,1993,67
"3195","Small Minivet",10,1993,69
"3196","Small Minivet",3,1994,67
"3197","Small Minivet",8,1996,67
"3198","Small Minivet",6,1997,67
"3199","Small Minivet",7,1997,134
"3200","Small Minivet",8,1997,67
"3201","Small Minivet",12,1997,67
"3202","Small Minivet",11,2000,67
"3203","Small Minivet",2,2001,67
"3204","Small Minivet",1,2003,67
"3205","Small Minivet",2,2004,90
"3206","Small Minivet",5,2004,46
"3207","Small Minivet",6,2004,58
"3208","Small Minivet",9,2004,23
"3209","Small Minivet",10,2004,67
"3210","Small Minivet",11,2004,51
"3211","Small Niltava",4,1999,1
"3212","Small Pratincole",3,2001,46
"3213","Small Pratincole",6,2001,62
"3214","Small Pratincole",4,2003,45
"3215","Small Pratincole",10,2004,1
"3216","Smoky Warbler",1,2004,1
"3217","snipe sp.",11,1996,67
"3218","Snow Pigeon",7,1982,44
"3219","Snow Pigeon",10,1993,67
"3220","Snow Pigeon",10,1994,62
"3221","Snow Pigeon",5,1999,67
"3222","Snowy-browed Flycatcher",4,1999,1
"3223","Southern Gray Shrike",12,1981,68
"3224","Southern Gray Shrike",10,1993,1
"3225","Southern Gray Shrike",8,1996,67
"3226","Southern Gray Shrike",10,2004,1
"3227","Southern Hill Myna",1,1979,8
"3228","Southern Hill Myna",7,1997,67
"3229","Speckled Piculet",1,1979,1
"3230","Speckled Piculet",3,2001,1
"3231","Speckled Wood-Pigeon",10,1993,67
"3232","Spectacled Finch",7,1982,112
"3233","Spot-billed Pelican",4,1999,67
"3234","Spot-billed Pelican",11,2004,134
"3235","Spot-breasted Fantail",2,1984,37
"3236","Spot-breasted Fantail",4,1990,90
"3237","Spot-breasted Fantail",12,1991,134
"3238","Spot-breasted Fantail",7,1997,201
"3239","Spot-breasted Fantail",11,2004,1
"3240","Spot-winged Starling",3,2001,23
"3241","Spot-winged Starling",1,2004,2
"3242","Spotted Dove",1,1979,23
"3243","Spotted Dove",2,1984,67
"3244","Spotted Dove",4,1990,67
"3245","Spotted Dove",12,1991,67
"3246","Spotted Dove",9,1992,1
"3247","Spotted Dove",7,1993,67
"3248","Spotted Dove",8,1993,335
"3249","Spotted Dove",9,1993,67
"3250","Spotted Dove",5,1994,90
"3251","Spotted Dove",7,1994,67
"3252","Spotted Dove",10,1995,67
"3253","Spotted Dove",6,1997,67
"3254","Spotted Dove",7,1997,134
"3255","Spotted Dove",8,1997,201
"3256","Spotted Dove",12,1997,67
"3257","Spotted Dove",2,2001,67
"3258","Spotted Dove",3,2001,134
"3259","Spotted Dove",4,2003,36
"3260","Spotted Dove",1,2004,30
"3261","Spotted Dove",5,2004,241
"3262","Spotted Dove",6,2004,115
"3263","Spotted Dove",7,2004,23
"3264","Spotted Dove",8,2004,2
"3265","Spotted Dove",9,2004,440
"3266","Spotted Dove",10,2004,199
"3267","Spotted Dove",11,2004,193
"3268","Spotted Elachura",4,1999,1
"3269","Spotted Forktail",10,1993,67
"3270","Spotted Forktail",4,1999,23
"3271","Spotted Owlet",12,1981,67
"3272","Spotted Owlet",7,1993,35
"3273","Spotted Owlet",10,1993,2
"3274","Spotted Owlet",8,1996,134
"3275","Spotted Owlet",6,1997,23
"3276","Spotted Owlet",4,1999,67
"3277","Spotted Owlet",11,2000,134
"3278","Spotted Owlet",2,2003,67
"3279","Spotted Owlet",5,2004,1
"3280","Spotted Owlet",6,2004,68
"3281","Spotted Owlet",8,2004,23
"3282","Spotted Owlet",9,2004,1
"3283","Spotted Owlet",10,2004,128
"3284","Spotted Owlet",11,2004,158
"3285","Spotted Redshank",10,1993,1
"3286","Spotted Redshank",1,1999,23
"3287","Square-tailed Bulbul",2,1984,70
"3288","Square-tailed Bulbul",2,2004,67
"3289","Square-tailed Drongo-Cuckoo",4,2003,1
"3290","Sri Lanka Frogmouth",2,2004,1
"3291","Steppe Eagle",3,2001,46
"3292","Steppe Eagle",2,2003,67
"3293","Stork-billed Kingfisher",1,1979,1
"3294","Stork-billed Kingfisher",11,1993,23
"3295","Stork-billed Kingfisher",12,1997,1
"3296","Stork-billed Kingfisher",11,2000,67
"3297","Stork-billed Kingfisher",1,2003,67
"3298","Stork-billed Kingfisher",1,2004,44
"3299","Streak-breasted Scimitar-Babbler",4,1999,35
"3300","Streak-breasted Scimitar-Babbler",4,2003,23
"3301","Streak-throated Swallow",10,2004,100
"3302","Streak-throated Woodpecker",7,1997,68
"3303","Streaked Laughingthrush",7,1982,1
"3304","Streaked Laughingthrush",10,1994,134
"3305","Streaked Laughingthrush",8,1999,67
"3306","Streaked Laughingthrush",3,2001,44
"3307","Streaked Laughingthrush",9,2004,157
"3308","Streaked Spiderhunter",4,1999,1
"3309","Streaked Weaver",7,1993,67
"3310","Streaked Weaver",7,1997,67
"3311","Streaked Wren-Babbler",4,1999,24
"3312","Striated Bulbul",4,1999,44
"3313","Striated Bulbul",4,2003,44
"3314","Striated Heron",2,2003,67
"3315","Striated Heron",1,2004,2
"3316","Striated Heron",11,2004,1
"3317","Striated Laughingthrush",10,1993,67
"3318","Striated Laughingthrush",4,2003,51
"3319","Striated Laughingthrush",9,2004,67
"3320","Striated Prinia",5,1982,1
"3321","Striated Prinia",4,1999,46
"3322","Striated Prinia",3,2001,23
"3323","Striated Swallow",4,1999,75
"3324","Striated Yuhina",4,1999,35
"3325","Stripe-throated Yuhina",4,2003,18
"3326","Sulphur-bellied Warbler",7,1982,1
"3327","Sulphur-bellied Warbler",4,1984,23
"3328","Sulphur-bellied Warbler",11,2004,1
"3329","Sultan Tit",3,1999,51
"3330","Sultan Tit",4,1999,1
"3331","swallow sp.",1,1979,56
"3332","swallow sp.",9,2004,134
"3333","Swamp Francolin",11,2000,67
"3334","swift sp.",1,1979,56
"3335","Taiga/Red-breasted Flycatcher",12,1991,134
"3336","Tawny Eagle",8,1997,1
"3337","Tawny Lark",2,2004,67
"3338","Tawny Owl",7,1982,1
"3339","Tawny Pipit",10,1993,1
"3340","Tawny-bellied Babbler",4,1990,201
"3341","Tawny-bellied Babbler",6,1997,67
"3342","Tawny-breasted Wren-Babbler",4,1999,35
"3343","Temminck's Stint",10,1993,1
"3344","Temminck's Stint",4,1999,67
"3345","Temminck's Stint",2,2003,67
"3346","Temminck's Stint",4,2003,60
"3347","Temminck's Stint",1,2004,35
"3348","Temminck's Stint",10,2004,1
"3349","tern sp.",11,1996,67
"3350","Thick-billed Flowerpecker",4,1990,67
"3351","Thick-billed Flowerpecker",5,1994,67
"3352","Thick-billed Flowerpecker",7,1997,134
"3353","Thick-billed Flowerpecker",5,2004,2
"3354","Thick-billed Flowerpecker",6,2004,24
"3355","Thick-billed Flowerpecker",10,2004,24
"3356","Thick-billed Flowerpecker",11,2004,23
"3357","thrush sp.",1,1979,44
"3358","thrush sp.",7,1993,67
"3359","Tibetan Blackbird",9,2004,23
"3360","Tickell's Blue-Flycatcher",1,1979,1
"3361","Tickell's Blue-Flycatcher",4,1990,268
"3362","Tickell's Blue-Flycatcher",6,1997,1
"3363","Tickell's Blue-Flycatcher",2,2004,35
"3364","Tickell's Blue-Flycatcher",5,2004,23
"3365","Tickell's Blue-Flycatcher",6,2004,23
"3366","Tickell's Blue-Flycatcher",10,2004,1
"3367","Tickell's Blue-Flycatcher",11,2004,1
"3368","Tickell's Leaf Warbler",2,1984,1
"3369","Tickell's Leaf Warbler",1,2004,51
"3370","Tickell's Thrush",4,2003,23
"3371","Tree Pipit",1,1999,67
"3372","treecreeper sp.",10,1993,67
"3373","treecreeper sp.",9,2004,1
"3374","Tricolored Munia",10,1993,2
"3375","Tringa sp.",1,1996,16
"3376","Tufted Duck",11,1995,35
"3377","Tufted Duck",1,2000,36
"3378","Tufted Duck",3,2003,67
"3379","Tufted Duck",1,2004,2
"3380","Turdoides sp.",7,1994,67
"3381","Twite",7,1982,35
"3382","Tytler's Leaf Warbler",7,1982,72
"3383","Tytler's Leaf Warbler",2,2004,67
"3384","Ultramarine Flycatcher",7,1982,23
"3385","Upland Pipit",5,1982,23
"3386","Variable Wheatear",4,1984,35
"3387","Variegated Laughingthrush",10,1993,67
"3388","Velvet-fronted Nuthatch",1,1979,1
"3389","Velvet-fronted Nuthatch",2,1984,91
"3390","Velvet-fronted Nuthatch",7,1997,23
"3391","Velvet-fronted Nuthatch",3,1999,1
"3392","Velvet-fronted Nuthatch",4,1999,35
"3393","Velvet-fronted Nuthatch",12,2003,1
"3394","Velvet-fronted Nuthatch",2,2004,23
"3395","Verditer Flycatcher",1,1979,1
"3396","Verditer Flycatcher",10,1993,67
"3397","Verditer Flycatcher",10,1995,67
"3398","Verditer Flycatcher",4,1999,24
"3399","Verditer Flycatcher",3,2001,25
"3400","Verditer Flycatcher",4,2003,51
"3401","Verditer Flycatcher",9,2004,23
"3402","Vernal Hanging-Parrot",1,1979,23
"3403","Vernal Hanging-Parrot",7,1997,224
"3404","Vernal Hanging-Parrot",4,1999,1
"3405","Vigors's Sunbird",7,1997,67
"3406","wagtail sp.",1,1979,35
"3407","Wallcreeper",3,2001,46
"3408","Western Crowned Leaf Warbler",7,1982,134
"3409","Western Crowned Leaf Warbler",2,2004,67
"3410","Western Yellow Wagtail",12,1981,67
"3411","Western Yellow Wagtail",3,1984,1
"3412","Western Yellow Wagtail",9,1993,67
"3413","Western Yellow Wagtail",11,1993,1
"3414","Western Yellow Wagtail",1,1999,67
"3415","Western Yellow Wagtail",4,1999,67
"3416","Western Yellow Wagtail",8,1999,67
"3417","Western Yellow Wagtail",3,2001,150
"3418","Western Yellow Wagtail",2,2003,67
"3419","Western Yellow Wagtail",1,2004,30
"3420","Western Yellow Wagtail",9,2004,134
"3421","Western Yellow Wagtail",10,2004,56
"3422","Western Yellow Wagtail",11,2004,1
"3423","Whiskered Tern",10,1993,1
"3424","Whiskered Tern",6,2001,14
"3425","Whiskered Tern",9,2004,67
"3426","Whiskered Yuhina",4,1999,72
"3427","Whiskered Yuhina",4,2003,64
"3428","Whistler's Warbler",10,1994,67
"3429","Whistler's Warbler",3,1999,1
"3430","Whistler's Warbler",4,1999,1
"3431","Whistler's Warbler",4,2003,2
"3432","white egret sp.",11,1993,50
"3433","white egret sp.",11,1995,1
"3434","White Stork",1,1996,56
"3435","White Wagtail",12,1981,134
"3436","White Wagtail",7,1982,68
"3437","White Wagtail",2,1984,35
"3438","White Wagtail",9,1993,67
"3439","White Wagtail",10,1993,68
"3440","White Wagtail",11,1993,44
"3441","White Wagtail",3,1994,67
"3442","White Wagtail",11,1995,23
"3443","White Wagtail",1,1999,68
"3444","White Wagtail",8,1999,67
"3445","White Wagtail",2,2001,67
"3446","White Wagtail",2,2003,67
"3447","White Wagtail",3,2003,67
"3448","White Wagtail",1,2004,2
"3449","White Wagtail",9,2004,201
"3450","White Wagtail",10,2004,70
"3451","White Wagtail",11,2004,36
"3452","White-bellied Blue-Flycatcher",1,1979,1
"3453","White-bellied Blue-Flycatcher",2,1984,23
"3454","White-bellied Blue-Flycatcher",12,2003,1
"3455","White-bellied Drongo",1,1979,1
"3456","White-bellied Drongo",4,1990,134
"3457","White-bellied Drongo",9,1993,67
"3458","White-bellied Drongo",10,1993,69
"3459","White-bellied Drongo",3,1994,67
"3460","White-bellied Drongo",5,1994,67
"3461","White-bellied Drongo",7,1997,268
"3462","White-bellied Drongo",2,2003,67
"3463","White-bellied Drongo",5,2004,1
"3464","White-bellied Drongo",6,2004,23
"3465","White-bellied Drongo",9,2004,68
"3466","White-bellied Drongo",10,2004,51
"3467","White-bellied Drongo",11,2004,35
"3468","White-bellied Erpornis",3,1999,1
"3469","White-bellied Erpornis",4,1999,23
"3470","White-bellied Erpornis",4,2003,23
"3471","White-bellied Minivet",12,1991,67
"3472","White-bellied Sea-Eagle",12,2003,1
"3473","White-bellied Sea-Eagle",2,2004,68
"3474","White-bellied Treepie",1,1979,1
"3475","White-breasted Waterhen",2,1984,35
"3476","White-breasted Waterhen",7,1993,67
"3477","White-breasted Waterhen",10,1993,69
"3478","White-breasted Waterhen",7,1994,67
"3479","White-breasted Waterhen",1,1996,1
"3480","White-breasted Waterhen",8,1996,67
"3481","White-breasted Waterhen",6,1997,67
"3482","White-breasted Waterhen",7,1997,134
"3483","White-breasted Waterhen",4,1999,67
"3484","White-breasted Waterhen",11,2000,67
"3485","White-breasted Waterhen",2,2003,67
"3486","White-breasted Waterhen",2,2004,67
"3487","White-breasted Waterhen",5,2004,1
"3488","White-breasted Waterhen",6,2004,1
"3489","White-breasted Waterhen",7,2004,23
"3490","White-breasted Waterhen",10,2004,24
"3491","White-browed Bulbul",3,1990,67
"3492","White-browed Bulbul",4,1990,201
"3493","White-browed Bulbul",7,1997,67
"3494","White-browed Bulbul",5,2004,23
"3495","White-browed Bush-Robin",4,1982,44
"3496","White-browed Fantail",8,1993,134
"3497","White-browed Fantail",9,1993,67
"3498","White-browed Fantail",10,1993,67
"3499","White-browed Fantail",3,1994,67
"3500","White-browed Fantail",5,1994,68
"3501","White-browed Fantail",7,1997,67
"3502","White-browed Fantail",8,1997,67
"3503","White-browed Fantail",5,2004,46
"3504","White-browed Fantail",10,2004,23
"3505","White-browed Fantail",11,2004,23
"3506","White-browed Piculet",3,1999,1
"3507","White-browed Scimitar-Babbler",4,2003,23
"3508","White-browed Shortwing",4,1982,1
"3509","White-browed Wagtail",12,1981,67
"3510","White-browed Wagtail",2,1984,59
"3511","White-browed Wagtail",3,1984,1
"3512","White-browed Wagtail",4,1990,67
"3513","White-browed Wagtail",12,1991,67
"3514","White-browed Wagtail",8,1993,134
"3515","White-browed Wagtail",9,1993,67
"3516","White-browed Wagtail",11,1993,35
"3517","White-browed Wagtail",3,1994,67
"3518","White-browed Wagtail",11,1995,56
"3519","White-browed Wagtail",1,1996,153
"3520","White-browed Wagtail",8,1996,67
"3521","White-browed Wagtail",7,1997,135
"3522","White-browed Wagtail",11,2000,67
"3523","White-browed Wagtail",3,2001,174
"3524","White-browed Wagtail",3,2003,67
"3525","White-browed Wagtail",4,2003,1
"3526","White-browed Wagtail",1,2004,67
"3527","White-browed Wagtail",8,2004,1
"3528","White-browed Wagtail",9,2004,134
"3529","White-browed Wagtail",10,2004,23
"3530","White-browed Wagtail",11,2004,67
"3531","White-capped Redstart",7,1982,1
"3532","White-capped Redstart",10,1993,67
"3533","White-capped Redstart",11,1993,1
"3534","White-capped Redstart",11,1995,44
"3535","White-capped Redstart",3,1999,23
"3536","White-capped Redstart",4,1999,1
"3537","White-capped Redstart",5,1999,134
"3538","White-capped Redstart",3,2001,92
"3539","White-capped Redstart",9,2004,23
"3540","White-cheeked Barbet",1,1979,23
"3541","White-cheeked Barbet",2,1984,24
"3542","White-cheeked Barbet",1,1996,67
"3543","White-cheeked Barbet",7,1997,169
"3544","White-cheeked Barbet",1,2004,67
"3545","White-cheeked Nuthatch",7,1982,137
"3546","White-collared Blackbird",10,1993,67
"3547","White-crested Laughingthrush",3,1999,51
"3548","White-crested Laughingthrush",4,1999,1
"3549","White-crested Laughingthrush",5,1999,67
"3550","White-crested Laughingthrush",11,2000,67
"3551","White-crowned Forktail",3,1999,1
"3552","White-eared Bulbul",12,1981,67
"3553","White-eared Bulbul",10,1993,1
"3554","White-eared Bulbul",4,1999,67
"3555","White-eared Bulbul",11,2000,67
"3556","White-eared Bulbul",2,2003,67
"3557","White-eyed Buzzard",9,1993,67
"3558","White-eyed Buzzard",5,1994,67
"3559","White-eyed Buzzard",5,2004,23
"3560","White-eyed Buzzard",6,2004,2
"3561","White-eyed Buzzard",7,2004,24
"3562","White-eyed Buzzard",8,2004,1
"3563","White-eyed Buzzard",9,2004,25
"3564","White-eyed Buzzard",10,2004,2
"3565","White-eyed Buzzard",11,2004,2
"3566","White-naped Woodpecker",12,1997,67
"3567","White-naped Woodpecker",6,2004,23
"3568","White-naped Woodpecker",11,2004,1
"3569","White-naped Yuhina",4,2003,1
"3570","White-rumped Munia",4,1999,1
"3571","White-rumped Munia",1,2004,69
"3572","White-rumped Needletail",1,1979,51
"3573","White-rumped Needletail",6,2004,35
"3574","White-rumped Needletail",11,2004,1
"3575","White-rumped Shama",8,1993,134
"3576","White-rumped Shama",2,2004,23
"3577","White-rumped Shama",6,2004,1
"3578","White-rumped Shama",11,2004,1
"3579","White-rumped Vulture",8,1993,134
"3580","White-rumped Vulture",10,1993,68
"3581","White-rumped Vulture",5,1994,67
"3582","White-rumped Vulture",8,1996,134
"3583","White-rumped Vulture",6,1997,91
"3584","White-rumped Vulture",7,1997,67
"3585","White-rumped Vulture",8,1997,201
"3586","White-rumped Vulture",1,2004,51
"3587","White-rumped Vulture",10,2004,109
"3588","White-spectacled Warbler",4,2003,2
"3589","White-spectacled Warbler",1,2004,23
"3590","White-tailed Flycatcher",4,1999,1
"3591","White-tailed Lapwing",10,1993,2
"3592","White-tailed Lapwing",11,2000,134
"3593","White-tailed Lapwing",1,2003,67
"3594","White-tailed Lapwing",2,2003,67
"3595","White-tailed Nuthatch",4,2003,35
"3596","White-tailed Robin",4,1999,36
"3597","White-tailed Robin",4,2003,1
"3598","White-tailed Rubythroat",1,2004,23
"3599","White-throated Bulbul",3,1999,1
"3600","White-throated Bulbul",4,1999,23
"3601","White-throated Dipper",4,1984,1
"3602","White-throated Fantail",7,1993,67
"3603","White-throated Fantail",4,1999,23
"3604","White-throated Fantail",4,2003,95
"3605","White-throated Kingfisher",1,1979,35
"3606","White-throated Kingfisher",3,1990,67
"3607","White-throated Kingfisher",4,1990,67
"3608","White-throated Kingfisher",12,1991,134
"3609","White-throated Kingfisher",7,1993,67
"3610","White-throated Kingfisher",8,1993,134
"3611","White-throated Kingfisher",9,1993,67
"3612","White-throated Kingfisher",10,1993,1
"3613","White-throated Kingfisher",11,1993,56
"3614","White-throated Kingfisher",3,1994,67
"3615","White-throated Kingfisher",5,1994,67
"3616","White-throated Kingfisher",10,1995,67
"3617","White-throated Kingfisher",11,1995,23
"3618","White-throated Kingfisher",1,1996,68
"3619","White-throated Kingfisher",7,1996,134
"3620","White-throated Kingfisher",8,1996,67
"3621","White-throated Kingfisher",7,1997,134
"3622","White-throated Kingfisher",8,1997,134
"3623","White-throated Kingfisher",1,1999,23
"3624","White-throated Kingfisher",4,1999,67
"3625","White-throated Kingfisher",11,2000,201
"3626","White-throated Kingfisher",2,2001,67
"3627","White-throated Kingfisher",3,2001,46
"3628","White-throated Kingfisher",1,2003,67
"3629","White-throated Kingfisher",2,2003,67
"3630","White-throated Kingfisher",3,2003,67
"3631","White-throated Kingfisher",4,2003,67
"3632","White-throated Kingfisher",1,2004,118
"3633","White-throated Kingfisher",5,2004,23
"3634","White-throated Kingfisher",6,2004,69
"3635","White-throated Kingfisher",7,2004,23
"3636","White-throated Kingfisher",8,2004,2
"3637","White-throated Kingfisher",9,2004,403
"3638","White-throated Kingfisher",10,2004,84
"3639","White-throated Kingfisher",11,2004,136
"3640","White-throated Laughingthrush",10,1993,67
"3641","White-throated Laughingthrush",9,2004,123
"3642","White-throated Needletail",4,1982,44
"3643","White-throated Redstart",4,1982,1
"3644","White-winged Tern",3,1984,1
"3645","Wire-tailed Swallow",7,1993,67
"3646","Wire-tailed Swallow",8,1993,67
"3647","Wire-tailed Swallow",9,1993,67
"3648","Wire-tailed Swallow",10,1993,3
"3649","Wire-tailed Swallow",8,1996,201
"3650","Wire-tailed Swallow",6,1997,67
"3651","Wire-tailed Swallow",7,1997,134
"3652","Wire-tailed Swallow",4,1999,67
"3653","Wire-tailed Swallow",2,2003,67
"3654","Wire-tailed Swallow",1,2004,67
"3655","Wire-tailed Swallow",9,2004,134
"3656","Wire-tailed Swallow",10,2004,1
"3657","Wood Sandpiper",7,1982,23
"3658","Wood Sandpiper",3,1984,3
"3659","Wood Sandpiper",10,1993,68
"3660","Wood Sandpiper",4,1999,67
"3661","Wood Sandpiper",11,2000,67
"3662","Wood Sandpiper",2,2003,67
"3663","woodpecker sp.",3,1990,35
"3664","woodpecker sp.",4,1990,23
"3665","woodpecker sp.",7,1993,67
"3666","Woolly-necked Stork",10,1993,68
"3667","Woolly-necked Stork",10,1995,67
"3668","Woolly-necked Stork",4,1999,67
"3669","Woolly-necked Stork",11,2000,67
"3670","Woolly-necked Stork",5,2004,1
"3671","Woolly-necked Stork",9,2004,1
"3672","Wreathed Hornbill",3,1999,23
"3673","Wynaad Laughingthrush",1,1979,44
"3674","Yellow Bittern",7,2004,1
"3675","Yellow Bittern",8,2004,24
"3676","Yellow-bellied Fairy-Fantail",10,1993,67
"3677","Yellow-bellied Fairy-Fantail",10,1994,67
"3678","Yellow-bellied Fairy-Fantail",4,2003,62
"3679","Yellow-bellied Prinia",1,2004,35
"3680","Yellow-billed Babbler",1,1996,67
"3681","Yellow-billed Babbler",7,1997,134
"3682","Yellow-billed Babbler",11,2004,134
"3683","Yellow-billed Blue-Magpie",7,1982,35
"3684","Yellow-billed Blue-Magpie",10,1994,67
"3685","Yellow-billed Blue-Magpie",5,1999,67
"3686","Yellow-billed Blue-Magpie",9,2004,102
"3687","Yellow-billed Chough",7,1982,67
"3688","Yellow-billed Chough",4,1984,44
"3689","Yellow-billed Chough",10,1994,67
"3690","Yellow-billed/Red-billed Blue-Magpie",9,2004,67
"3691","Yellow-breasted Greenfinch",7,1982,69
"3692","Yellow-breasted Greenfinch",8,1996,1
"3693","Yellow-browed Bulbul",1,1979,44
