time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-17T06:57:11.830Z,30.4567,130.6269,63.06,4.9,mwr,,104,1.059,0.88,us,us20008smk,2017-03-17T07:26:58.040Z,"47km SW of Nishinoomote, Japan",earthquake,5.8,6.6,0.093,11,reviewed,us,us
2017-03-17T06:18:50.770Z,19.3794994,-155.2814941,2.86,2.67,ml,54,46,0.006999,0.25,hv,hv61648046,2017-03-19T14:26:35.154Z,"7km SW of Volcano, Hawaii",earthquake,0.2,0.26,0.32,27,automatic,hv,hv
2017-03-17T06:18:25.680Z,19.3776665,-155.2841644,1.94,2.68,ml,14,95,0.009117,0.1,hv,hv61648041,2017-03-17T06:24:32.660Z,"7km SW of Volcano, Hawaii",earthquake,0.23,0.28,0.32,26,automatic,hv,hv
2017-03-17T06:10:55.640Z,-22.2825,-67.5518,159.73,4.8,mb,,39,1.299,0.92,us,us20008smc,2017-03-17T06:30:05.040Z,"98km NE of San Pedro de Atacama, Chile",earthquake,8,0.8,0.084,43,reviewed,us,us
2017-03-17T05:39:49.670Z,-17.85,-178.6796,556.6,4.7,mb,,85,3.114,1.02,us,us20008sm8,2017-03-17T06:04:37.040Z,"260km SE of Lambasa, Fiji",earthquake,12.2,8.7,0.059,86,reviewed,us,us
2017-03-17T04:39:47.500Z,19.1763,-65.3746,35,3.3,Md,5,284.4,0.86777256,0.23,pr,pr17076003,2017-03-17T07:41:09.825Z,"96km NNE of Luquillo, Puerto Rico",earthquake,3.3,16,0,5,reviewed,pr,pr
2017-03-17T04:11:46.900Z,54.9042,-160.3838,44.63,4,mb,,178,0.449,1.17,us,us20008slz,2017-03-17T04:31:04.040Z,"48km S of Sand Point, Alaska",earthquake,6.3,8,0.183,8,reviewed,us,us
2017-03-17T00:02:59.930Z,29.5081,51.5365,28.86,4.3,mb,,87,6.157,1.16,us,us20008skq,2017-03-17T23:35:26.040Z,"16km SW of Kazerun, Iran",earthquake,8.4,6.4,0.067,62,reviewed,us,us
2017-03-16T22:46:10.530Z,36.0958333,-120.2066667,9.6,2.55,md,47,141,0.08594,0.1,nc,nc72776771,2017-03-18T02:05:03.359Z,"12km NW of Avenal, California",earthquake,0.32,0.45,0.139,62,reviewed,nc,nc
2017-03-16T22:23:51.200Z,36.0826667,-120.234,8.81,2.81,md,33,177,0.103,0.06,nc,nc72776761,2017-03-17T06:04:02.062Z,"12km NW of Avenal, California",earthquake,0.32,0.64,0.152,24,reviewed,nc,nc
2017-03-16T21:51:04.060Z,-4.1305,129.3638,132.32,4.6,mb,,57,3.121,0.86,us,us20008sjw,2017-03-18T01:52:52.040Z,"100km SE of Saparua, Indonesia",earthquake,6.6,7.5,0.075,53,reviewed,us,us
2017-03-16T19:37:32.570Z,-35.4648,-179.5779,35,5,mb,,157,2.699,0.95,us,us20008sj2,2017-03-16T20:31:30.040Z,"East of the North Island of New Zealand",earthquake,12.8,1.9,0.115,24,reviewed,us,us
2017-03-16T19:20:54.200Z,18.8083,-64.5419,30,3.1,Md,3,342,0.86058604,0.05,pr,pr17075004,2017-03-16T23:45:27.563Z,"44km N of Road Town, British Virgin Islands",earthquake,2,7.2,0,3,reviewed,pr,pr
2017-03-16T18:55:22.170Z,36.4062,-96.9155,5,2.6,mb_lg,,41,0.011,0.29,us,us20008siv,2017-03-16T20:17:56.040Z,"12km NW of Pawnee, Oklahoma",earthquake,0.9,1.4,0.124,17,reviewed,us,us
2017-03-16T18:50:37.980Z,-15.2427,-71.7719,125.63,4.2,mb,,179,3.206,0.89,us,us20008siy,2017-03-16T20:33:35.813Z,"41km NW of Ccolo, Peru",earthquake,7.5,11.3,0.187,8,reviewed,us,us
2017-03-16T18:39:26.580Z,-11.5091,114.5632,10,5.5,mww,,46,3.046,1.68,us,us20008siq,2017-03-16T22:30:59.150Z,"South of Bali, Indonesia",earthquake,8.5,1.7,0.068,21,reviewed,us,us
2017-03-16T18:28:34.620Z,-8.0473,160.8493,35,4.7,mb,,111,1.645,1.28,us,us20008six,2017-03-16T19:48:22.040Z,"81km NNE of Auki, Solomon Islands",earthquake,12.4,2,0.087,40,reviewed,us,us
2017-03-16T18:25:26.950Z,-8.0735,160.7629,35,5.1,mb,,63,1.577,1.17,us,us20008sim,2017-03-16T19:37:47.040Z,"77km N of Auki, Solomon Islands",earthquake,7.8,1.9,0.042,186,reviewed,us,us
2017-03-16T18:22:24.900Z,18.9311,-66.4093,46,2.9,Md,11,262.8,0.464429,0.27,pr,pr17075002,2017-03-16T19:58:59.206Z,"51km N of Brenas, Puerto Rico",earthquake,1.4,3.1,0,9,reviewed,pr,pr
2017-03-16T17:28:35.890Z,13.9153,120.7976,205.15,4.3,mb,,113,8.858,0.65,us,us20008sij,2017-03-16T19:18:52.040Z,"2km SW of Calaca, Philippines",earthquake,10.9,8,0.075,51,reviewed,us,us
2017-03-16T17:16:45.030Z,5.0864,127.7516,88.94,4.8,mb,,128,2.923,0.68,us,us20008sii,2017-03-16T19:01:25.040Z,"224km SE of Pondaguitan, Philippines",earthquake,9.4,8.5,0.084,44,reviewed,us,us
2017-03-16T17:06:46.498Z,51.5419,178.9181,16.5,2.6,ml,,,,0.45,ak,ak15507236,2017-03-18T18:03:13.730Z,"53km SSE of Little Sitkin Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-03-16T16:15:09.200Z,36.936,-121.6806667,10.95,2.98,md,74,54,0.06457,0.13,nc,nc72776526,2017-03-20T07:07:07.832Z,"5km ESE of Interlaken, California",earthquake,0.17,0.34,0.174,122,reviewed,nc,nc
2017-03-16T16:09:57.050Z,40.6106667,-121.8425,16.96,3.07,ml,35,56,0.08651,0.1,nc,nc72776521,2017-03-19T05:54:48.760Z,"13km NNE of Shingletown, California",earthquake,0.21,0.44,0.123,18,reviewed,nc,nc
2017-03-16T16:05:38.956Z,63.2966,-152.0125,11.6,3.1,ml,,,,0.69,ak,ak15506512,2017-03-18T18:03:11.943Z,"146km NW of Talkeetna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-03-16T15:52:16.250Z,36.0908333,-120.2221667,7.53,2.63,md,62,74,0.1212,0.08,nc,nc72776506,2017-03-17T07:03:03.145Z,"12km NW of Avenal, California",earthquake,0.38,0.26,0.172,64,reviewed,nc,nc
2017-03-16T15:50:28.700Z,36.0993333,-120.2145,8.83,3.31,ml,63,103,0.09315,0.07,nc,nc72776501,2017-03-17T14:40:16.040Z,"13km NW of Avenal, California",earthquake,0.26,0.44,0.161,42,reviewed,nc,nc
2017-03-16T15:38:09.410Z,4.89,-72.6149,10.28,5.2,mb,,51,1.1,1.06,us,us20008shs,2017-03-17T15:23:49.909Z,"17km NNW of Ubala, Colombia",earthquake,4.8,2.9,0.027,460,reviewed,us,us
2017-03-16T15:25:25.360Z,-17.0857,-71.0512,123.16,4.3,mb,,168,1.445,1.09,us,us20008shr,2017-03-17T13:25:43.023Z,"17km NW of Moquegua, Peru",earthquake,8.8,11.4,0.178,10,reviewed,us,us
2017-03-16T14:44:09.340Z,32.5993333,-117.2638333,17.92,2.45,ml,28,238,0.1145,0.15,ci,ci37831128,2017-03-16T18:21:25.229Z,"12km SW of Coronado, CA",earthquake,0.36,0.4,0.156,67,reviewed,ci,ci
2017-03-16T14:12:15.670Z,-6.3922,147.253,82.33,4.7,mb,,84,2.994,1.46,us,us20008shl,2017-03-16T14:33:44.040Z,"47km NE of Lae, Papua New Guinea",earthquake,9.5,4.4,0.089,38,reviewed,us,us
2017-03-16T14:07:42.700Z,-23.4861,-67.1469,242.1,4.2,mb,,94,1.842,0.8,us,us20008shj,2017-03-16T14:22:17.040Z,"116km NW of San Antonio de los Cobres, Argentina",earthquake,11.6,13.9,0.264,4,reviewed,us,us
2017-03-16T13:12:46.844Z,61.9081,-150.218,43.2,2.6,ml,,,,0.6,ak,ak15505089,2017-03-18T18:03:06.831Z,"20km NNW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-03-16T11:40:27.854Z,53.6618,-165.3743,59,3.4,ml,,,,0.34,ak,ak15505076,2017-03-18T18:03:03.622Z,"58km SSE of Akutan, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-03-16T11:39:00.403Z,59.3839,-151.9045,52.1,2.5,ml,,,,0.51,ak,ak15505073,2017-03-18T18:03:03.042Z,"35km SW of Homer, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-03-16T08:58:00.270Z,36.7002,-98.4252,5.27,3.4,mb_lg,,62,0.201,0.2,us,us20008sfv,2017-03-18T02:41:13.621Z,"8km SW of Cherokee, Oklahoma",earthquake,0.8,6.1,0.052,98,reviewed,us,us
2017-03-16T08:29:14.400Z,-23.724,179.1622,540.75,5.1,mb,,58,6.039,0.77,us,us20008sfq,2017-03-16T08:47:15.040Z,"South of the Fiji Islands",earthquake,9.7,7.5,0.066,75,reviewed,us,us
2017-03-16T08:08:05.780Z,-24.17,-66.9191,190.39,5.2,mb,,39,2.398,1.28,us,us20008sfi,2017-03-17T08:11:54.770Z,"61km W of San Antonio de los Cobres, Argentina",earthquake,9.3,20.4,0.036,256,reviewed,us,us
2017-03-16T07:55:45.346Z,57.0309,-154.1644,42.1,4.4,ml,,,,0.63,ak,ak15504355,2017-03-18T18:10:08.265Z,"46km SSW of Larsen Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-03-16T07:05:12.310Z,-33.9915,-72.1759,22.68,4.5,mwr,,75,0.574,0.68,us,us20008sf5,2017-03-16T21:04:18.834Z,"67km SW of San Antonio, Chile",earthquake,4.1,5,0.036,73,reviewed,us,us
2017-03-16T06:49:07.620Z,26.6522,127.7651,52.66,3.9,mb,,98,0.489,1.01,us,us20008sjl,2017-03-17T00:51:54.154Z,"22km WNW of Nago, Japan",earthquake,2.9,8.4,0.171,9,reviewed,us,us
2017-03-16T06:30:42.380Z,-20.3361,-173.1111,10,5.2,mb,,107,3.25,1.19,us,us20008sf4,2017-03-16T06:50:14.040Z,"142km ESE of Pangai, Tonga",earthquake,10.6,1.9,0.078,54,reviewed,us,us
2017-03-16T06:20:13.980Z,36.2291,-97.2113,5,2.7,mb_lg,,29,0.036,0.24,us,us20008sf2,2017-03-16T06:33:16.439Z,"9km SE of Perry, Oklahoma",earthquake,1,2,0.088,34,reviewed,us,us
2017-03-16T03:55:31.220Z,33.2421667,-116.0581667,5.44,2.84,ml,85,30,0.07143,0.21,ci,ci37830704,2017-03-17T01:04:25.945Z,"11km WSW of Salton City, CA",earthquake,0.13,0.67,0.143,141,reviewed,ci,ci
2017-03-16T03:41:04.657Z,52.4944,172.8061,35,4.1,ml,,,,0.54,ak,ak15503660,2017-03-18T18:02:49.625Z,"46km SSW of Attu Station, Alaska",earthquake,,9.9,,,reviewed,ak,ak
2017-03-16T03:30:36.100Z,17.8855,-66.5818,4,2.8,Md,12,201.6,0.15810349,0.37,pr,pr17075000,2017-03-16T07:22:52.718Z,"14km SSE of Ponce, Puerto Rico",earthquake,0.6,0.8,0,7,reviewed,pr,pr
2017-03-16T03:06:41.462Z,51.899,-174.7353,53.8,2.5,ml,,,,0.27,ak,ak15503655,2017-03-18T18:02:48.017Z,"49km SW of Atka, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2017-03-16T00:54:58.210Z,20.0886,-70.4312,16.99,4.4,mb,,62,0.714,0.87,us,us20008sed,2017-03-16T03:00:13.771Z,"36km NNE of Sosua, Dominican Republic",earthquake,4.3,4.9,0.071,57,reviewed,us,us
2017-03-15T23:57:56.825Z,51.1857,179.0108,12.7,2.7,ml,,,,0.62,ak,ak15502281,2017-03-17T02:17:10.248Z,"91km SSE of Little Sitkin Island, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-03-15T23:52:50.504Z,51.1639,179.095,21.8,2.5,ml,,,,0.37,ak,ak15502280,2017-03-17T02:17:09.887Z,"94km SSW of Semisopochnoi Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-03-15T23:37:41.447Z,51.1601,179.0265,13.5,2.9,ml,,,,0.55,ak,ak15502278,2017-03-17T02:17:09.064Z,"94km SSE of Little Sitkin Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-03-15T23:29:48.250Z,35.863,27.6151,16.92,4.3,mb,,59,0.485,0.99,us,us20008se3,2017-03-16T00:15:24.040Z,"44km SW of Lardos, Greece",earthquake,4.3,5.4,0.078,46,reviewed,us,us
2017-03-15T23:12:59.100Z,19.0569,-67.416,11,2.9,Md,6,313.2,0.6521769,0.3,pr,pr17074007,2017-03-16T04:47:03.133Z,"70km NNW of San Antonio, Puerto Rico",earthquake,3,4.5,0,4,reviewed,pr,pr
2017-03-15T22:44:30.770Z,36.5993333,-121.1988333,5.61,2.62,md,48,87,0.09392,0.06,nc,nc72776136,2017-03-16T06:14:44.897Z,"22km NNE of Soledad, California",earthquake,0.14,0.47,0.242,61,reviewed,nc,nc
2017-03-15T22:30:49.499Z,51.1495,179.0117,18.5,3,ml,,,,0.31,ak,ak15501492,2017-03-17T02:17:06.653Z,"95km SSE of Little Sitkin Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-03-15T22:28:00.070Z,53.4962,-163.6528,3,2.7,ml,,,,0.49,ak,ak15501487,2017-03-17T02:17:06.248Z,"151km S of False Pass, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-03-15T22:26:17.829Z,51.1662,178.983,15.1,3.3,ml,,,,0.52,ak,ak15501485,2017-03-17T02:17:05.848Z,"93km SSE of Little Sitkin Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-03-15T22:21:25.320Z,37.0356,-97.9129,1.21,2.6,mb_lg,,91,0.079,0.18,us,us20008sd6,2017-03-16T14:26:19.174Z,"16km SE of Anthony, Kansas",earthquake,1,6.9,0.147,13,reviewed,us,us
2017-03-15T22:19:42.190Z,51.2211,179.0567,22.68,5.6,mww,,45,0.218,1.32,us,us20008sd8,2017-03-17T02:17:05.375Z,"89km SSE of Little Sitkin Island, Alaska",earthquake,6.4,3.4,0.058,29,reviewed,us,us
2017-03-15T21:47:15.310Z,51.1705,179.0891,27.81,4.9,mb,,130,0.245,0.98,us,us20008sd5,2017-03-17T02:17:04.347Z,"93km SSW of Semisopochnoi Island, Alaska",earthquake,8,4.8,0.041,190,reviewed,us,us
2017-03-15T21:07:21.610Z,35.9838,-97.2066,2.37,2.6,mb_lg,,28,0.085,0.15,us,us20008scv,2017-03-15T21:18:09.803Z,"6km NE of Langston, Oklahoma",earthquake,0.9,4.1,0.111,21,reviewed,us,us
2017-03-15T19:14:35.200Z,35.9008,-98.2878,6.871,3.4,ml,,48,,0.19,us,us20008sbs,2017-03-16T18:54:13.492Z,"12km ENE of Watonga, Oklahoma",earthquake,1.3,2.4,,,reviewed,tul,tul
2017-03-15T18:01:00.870Z,-5.9167,151.1342,46.86,4.9,mb,,64,1.997,0.73,us,us20008sbb,2017-03-15T19:15:49.040Z,"117km ESE of Kimbe, Papua New Guinea",earthquake,8.3,8,0.074,58,reviewed,us,us
2017-03-15T17:20:21.539Z,53.1916,-161.2912,8.6,3.7,ml,,,,0.96,ak,ak15499235,2017-03-17T02:16:59.326Z,"210km SSW of Chernabura Island, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-03-15T16:57:52.680Z,36.8806667,-89.114,8.5,2.62,md,32,106,0.2009,0.15,nm,nm60180746,2017-03-16T15:16:35.344Z,"9km W of Bardwell, Kentucky",earthquake,0.51,1.99,0.074,9,reviewed,nm,nm
2017-03-15T16:51:09.970Z,36.8793333,-89.1163333,8.96,3.59,mw,74,44,0.1989,0.23,nm,nm60180726,2017-03-19T17:18:47.220Z,"9km W of Bardwell, Kentucky",earthquake,0.4,0.97,,9,reviewed,nm,nm
2017-03-15T16:38:19.740Z,-5.4842,146.8759,212.01,4.5,mb,,77,3.905,1.03,us,us20008sar,2017-03-16T00:31:39.353Z,"123km ESE of Madang, Papua New Guinea",earthquake,10.4,8.5,0.079,47,reviewed,us,us
2017-03-15T15:50:20.900Z,18.4106,-66.167,112,2.6,Md,4,190.8,0.32519013,0.28,pr,pr17074005,2017-03-15T18:42:09.688Z,"1km NW of Bayamon, Puerto Rico",earthquake,5.2,2.1,0,4,reviewed,pr,pr
2017-03-15T15:23:08.600Z,18.4454,-68.9284,110,3.6,Md,16,237.6,0.5228195,0.82,pr,pr17074004,2017-03-15T16:20:25.343Z,"5km ENE of La Romana, Dominican Republic",earthquake,9,4.3,0,9,reviewed,pr,pr
2017-03-15T15:17:19.730Z,60.926,165.5867,16.55,4.9,mb,,111,7.179,0.65,us,us20008s9z,2017-03-15T22:07:32.040Z,"58km NNW of Tilichiki, Russia",earthquake,8.5,4.1,0.032,316,reviewed,us,us
2017-03-15T15:16:48.080Z,36.4031,-96.8891,4.64,3.2,mb_lg,,60,0.015,0.13,us,us20008s9y,2017-03-15T17:52:12.013Z,"10km NW of Pawnee, Oklahoma",earthquake,1.1,2.5,0.068,57,reviewed,us,us
2017-03-15T14:20:00.912Z,54.5157,-160.7738,42.7,2.6,ml,,,,0.46,ak,ak15497918,2017-03-17T02:16:55.356Z,"83km WSW of Chernabura Island, Alaska",earthquake,,6.4,,,reviewed,ak,ak
2017-03-15T12:00:40.901Z,63.3397,-149.6191,105.3,2.7,ml,,,,0.36,ak,ak15497906,2017-03-17T02:16:51.816Z,"33km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-03-15T11:27:51.340Z,42.7032,141.4258,137.47,4.1,mb,,80,1.455,0.38,us,us20008s9i,2017-03-15T11:57:25.040Z,"16km WNW of Tomakomai, Japan",earthquake,7.1,7.4,0.109,23,reviewed,us,us
2017-03-15T11:21:14.160Z,19.1896667,-155.4626667,35.707,2.63,ml,60,106,0.03408,0.11,hv,hv61644821,2017-03-16T04:58:10.440Z,"2km SE of Pahala, Hawaii",earthquake,0.41,0.52,0.203,38,reviewed,hv,hv
2017-03-15T09:59:10.890Z,-6.8069,129.9902,132.78,4.5,mb,,89,1.746,0.81,us,us20008s97,2017-03-15T10:22:51.040Z,"193km NW of Saumlaki, Indonesia",earthquake,8.8,6.6,0.121,20,reviewed,us,us
2017-03-15T08:11:55.238Z,51.1973,-174.2519,26.8,2.7,ml,,,,0.19,ak,ak15495940,2017-03-17T02:16:45.051Z,"111km S of Atka, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-03-15T08:01:19.660Z,20.1363333,-155.8056667,24.397,3.08,ml,58,138,0.02878,0.17,hv,hv61644531,2017-03-17T04:59:23.340Z,"10km S of Kapaau, Hawaii",earthquake,0.58,0.65,0.129,24,reviewed,hv,hv
2017-03-15T07:32:28.743Z,56.0013,-153.1614,7.6,2.9,ml,,,,0.37,ak,ak15511659,2017-03-17T02:16:43.862Z,"155km E of Chirikof Island, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2017-03-15T07:30:33.170Z,35.84,140.7033,63.08,4.3,mb,,135,2.026,0.71,us,us20008scs,2017-03-18T23:20:01.559Z,"7km E of Omigawa, Japan",earthquake,8.2,6.6,0.154,12,reviewed,us,us
2017-03-15T05:57:13.300Z,18.3143,-67.6819,15,3,Md,4,309.6,0.20391757,0.03,pr,pr17074003,2017-03-15T07:42:16.951Z,"45km W of Rincon, Puerto Rico",earthquake,1.4,1.5,0,3,reviewed,pr,pr
2017-03-15T05:43:19.667Z,51.8372,-175.8199,70.3,2.6,ml,,,,0.31,ak,ak15495284,2017-03-17T02:16:42.362Z,"57km E of Adak, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-03-15T05:35:16.900Z,-5.5079,154.0038,42.16,4.8,mb,,119,2.252,1.22,us,us20008s8i,2017-03-15T06:24:49.040Z,"157km SE of Taron, Papua New Guinea",earthquake,9.6,4.8,0.096,34,reviewed,us,us
2017-03-15T04:58:13.100Z,18.8869,-64.435,25,2.9,Md,3,345.6,0.72404212,0.25,pr,pr17074002,2017-03-15T07:41:46.811Z,"55km NNE of Road Town, British Virgin Islands",earthquake,5.8,20.3,0,2,reviewed,pr,pr
2017-03-15T02:26:53.980Z,-7.9489,107.8601,67.86,4.6,mb,,119,2.638,1.18,us,us20008s80,2017-03-15T02:45:59.040Z,"26km SSW of Ciheras, Indonesia",earthquake,8.2,6.4,0.085,41,reviewed,us,us
2017-03-15T02:07:23.000Z,18.0482,-68.922,106,3.5,Md,13,255.6,0.69170277,0.61,pr,pr17074001,2017-03-15T04:36:36.702Z,"42km S of La Romana, Dominican Republic",earthquake,6,5,0,6,reviewed,pr,pr
2017-03-15T01:38:57.450Z,1.7687,127.0391,65.78,5.1,mb,,54,1.043,0.77,us,us20008s7z,2017-03-15T01:56:13.040Z,"108km W of Tobelo, Indonesia",earthquake,6.8,6.4,0.067,72,reviewed,us,us
2017-03-15T00:41:25.600Z,19.1432,-64.8458,24,2.7,Md,5,316.8,0.79411071,0.28,pr,pr17074000,2017-03-15T03:45:30.563Z,"83km NNW of Road Town, British Virgin Islands",earthquake,2.1,24,0,2,reviewed,pr,pr
2017-03-15T00:23:24.020Z,-44.9371,167.6442,130.64,4.5,mb,,82,0.544,0.85,us,us20008s7t,2017-03-15T00:59:48.786Z,"53km N of Te Anau, New Zealand",earthquake,7.1,7.2,0.128,18,reviewed,us,us
2017-03-15T00:00:27.110Z,-35.2035,-70.9627,98.42,4.6,mb,,55,0.436,1.02,us,us20008s7n,2017-03-15T08:26:12.851Z,"30km ESE of Molina, Chile",earthquake,5.5,5.1,0.08,46,reviewed,us,us
2017-03-14T23:43:19.630Z,46.4483333,-122.332,11.75,3.21,ml,33,70,0.1524,0.13,uw,uw61257321,2017-03-20T00:45:41.151Z,"12km SSW of Morton, Washington",earthquake,0.27,1.17,0.263,18,reviewed,uw,uw
2017-03-14T23:39:26.890Z,-40.5141,-91.8906,10,4.9,mb,,71,14.356,0.73,us,us20008s7j,2017-03-15T00:05:56.040Z,"West Chile Rise",earthquake,14.5,1.9,0.071,62,reviewed,us,us
2017-03-14T22:11:08.130Z,37.63,-119.0283333,-0.79,2.77,ml,40,63,0.002735,0.06,nc,nc72775511,2017-03-15T02:47:03.467Z,"5km WSW of Mammoth Lakes, California",earthquake,0.17,0.18,0.316,10,reviewed,nc,nc
2017-03-14T21:01:12.960Z,52.3035,-170.5655,52.3,5.1,mb,,130,0.662,1.06,us,us20008s6s,2017-03-14T21:22:42.338Z,"37km SSE of Yunaska Island, Alaska",earthquake,7.5,6.7,0.032,312,reviewed,us,us
2017-03-14T20:41:44.726Z,61.7259,-149.7093,29.8,2.8,ml,,,,0.79,ak,ak15492649,2017-03-15T17:14:42.040Z,"13km NNW of Meadow Lakes, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-03-14T20:31:27.290Z,-24.4112,-175.4864,10,5.1,mb,,91,5.285,1.39,us,us20008s6f,2017-03-15T17:06:12.040Z,"South of Tonga",earthquake,8.9,1.8,0.063,82,reviewed,us,us
2017-03-14T20:03:49.110Z,-24.0054,-67.0795,201.83,4.5,mb,,35,2.181,1.26,us,us20008s69,2017-03-15T16:46:25.040Z,"80km WNW of San Antonio de los Cobres, Argentina",earthquake,7.3,7.8,0.136,19,reviewed,us,us
2017-03-14T18:16:51.960Z,-30.3057,-177.4697,31.48,5.3,mb,,55,1.13,0.9,us,us100088xz,2017-03-15T15:56:11.040Z,"122km SSE of Raoul Island, New Zealand",earthquake,9,3.8,0.048,146,reviewed,us,us
2017-03-14T17:46:12.980Z,31.811,-116.0596667,8.82,2.48,ml,16,165,0.2153,0.23,ci,ci37829128,2017-03-14T18:18:35.570Z,"49km ENE of Maneadero, B.C., MX",earthquake,0.46,1.05,0.102,45,reviewed,ci,ci
2017-03-14T17:44:52.991Z,57.0487,-157.6922,10.1,3.1,ml,,,,0.83,ak,ak15491280,2017-03-14T17:56:29.104Z,"110km NE of Chignik Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-03-14T17:14:05.580Z,33.239,-116.0535,5.15,3.61,mw,86,27,0.06995,0.18,ci,ci37829080,2017-03-15T17:16:30.479Z,"11km SW of Salton City, CA",earthquake,0.12,0.52,,6,reviewed,ci,ci
2017-03-14T17:13:20.160Z,59.4862,-138.8847,4.2,3.3,ml,,,,0.71,us,us100088wx,2017-03-15T14:49:44.040Z,"48km E of Yakutat, Alaska",earthquake,1.9,6.7,,,reviewed,ak,ak
2017-03-14T16:39:56.830Z,27.3044,96.7895,54.34,4.4,mb,,116,3.796,0.76,us,us100088wt,2017-03-14T18:18:46.040Z,"91km SE of Tezu, India",earthquake,7.8,8.7,0.127,18,reviewed,us,us
2017-03-14T15:11:18.090Z,-33.5417,-71.3588,43.34,4.4,mb,,89,0.242,0.56,us,us100088wg,2017-03-15T05:51:47.024Z,"21km NW of Melipilla, Chile",earthquake,3.7,5.7,0.202,7,reviewed,us,us
2017-03-14T15:09:41.260Z,-2.9841,128.8034,44.21,4.4,mb,,89,3.441,0.93,us,us100088wi,2017-03-14T15:35:58.040Z,"39km ESE of Taniwel, Indonesia",earthquake,7.9,8.8,0.12,20,reviewed,us,us
2017-03-14T15:03:39.950Z,-15.6669,-177.1231,10,5.2,mb,,74,5.063,0.49,us,us100088wf,2017-03-14T16:16:48.153Z,"188km SE of Sigave, Wallis and Futuna",earthquake,10.6,1.8,0.049,138,reviewed,us,us
2017-03-14T14:15:43.100Z,18.8647,-64.9514,31,3,Md,3,302.4,0.50934477,0.01,pr,pr17073005,2017-03-14T16:03:46.254Z,"57km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.6,4.8,0,3,reviewed,pr,pr
2017-03-14T13:28:25.600Z,17.8015,-65.9475,8,2.6,Md,5,241.2,0.22188388,0.11,pr,pr17073004,2017-03-14T15:50:45.359Z,"20km SSE of Lamboglia, Puerto Rico",earthquake,0.8,1.5,0,4,reviewed,pr,pr
2017-03-14T13:13:38.120Z,3.643,95.8566,41.23,5.5,mb,,48,1.914,1.28,us,us100088vy,2017-03-14T17:32:56.040Z,"62km SSW of Meulaboh, Indonesia",earthquake,7,3.8,0.039,228,reviewed,us,us
2017-03-14T12:36:43.950Z,-20.9839,169.9928,129.73,5.6,mww,,49,2.582,1.02,us,us100088vp,2017-03-14T15:20:21.040Z,"175km SSE of Isangel, Vanuatu",earthquake,8.6,6.2,,,reviewed,us,us
2017-03-14T11:52:18.870Z,-17.8444,-172.2689,10,4.6,mb,,135,2.538,1.31,us,us100088vg,2017-03-14T16:21:29.899Z,"202km ENE of Neiafu, Tonga",earthquake,12.2,1.9,0.094,34,reviewed,us,us
2017-03-14T11:47:58.950Z,9.7662,125.3667,58.52,4.6,mb,,109,2.687,0.87,us,us100088vj,2017-03-15T10:47:10.179Z,"6km W of San Francisco, Philippines",earthquake,10.4,7.9,0.067,66,reviewed,us,us
2017-03-14T11:27:18.560Z,50.4693,177.0855,29,4.2,mb,,209,1.67,1.02,us,us100088vc,2017-03-14T17:34:11.834Z,"185km SSW of Kiska Volcano, Alaska",earthquake,9.5,8.3,0.064,68,reviewed,us,us
2017-03-14T11:07:11.400Z,39.2694,73.4711,10,5.1,mb,,81,2.245,0.89,us,us100088v9,2017-03-14T11:26:21.040Z,"30km NNW of Karakul, Tajikistan",earthquake,5.9,1.8,0.048,141,reviewed,us,us
2017-03-14T09:13:27.980Z,-3.337,137.5581,68.52,4.9,mb,,97,5.317,1.12,us,us100088uy,2017-03-14T09:31:48.040Z,"148km ENE of Enarotali, Indonesia",earthquake,9.1,4.5,0.084,44,reviewed,us,us
2017-03-14T08:33:40.020Z,36.7321667,-121.0056667,4.6,2.94,ml,68,79,0.08827,0.16,nc,nc72775221,2017-03-15T05:24:02.784Z,"33km ESE of Ridgemark, California",earthquake,0.24,1.02,0.223,28,reviewed,nc,nc
